,name,online_order,book_table,votes,location,cuisines,approx_cost(for two people),listed_in(type),type,rate
33133,1676,1,0,33,52,40,600.0,2,9,3.5
40519,4778,0,0,8,36,48,600.0,0,4,3.5
50404,4539,1,0,156,8,51,250.0,2,9,4.5
36485,5993,1,1,104,32,51,700.0,3,3,4.3
32517,5276,1,0,2621,29,51,500.0,2,8,4.5
20546,2981,0,0,52,0,54,300.0,2,9,3.5
21578,2625,1,0,8,9,28,150.0,4,9,3.4
12437,2584,0,0,17,37,24,200.0,3,7,3.7
33945,4552,1,1,1892,26,51,1200.0,4,5,4.6
7515,754,1,0,86,8,51,500.0,2,4,3.5
25737,6270,0,0,6,1,41,600.0,2,4,3.4
50472,436,1,0,20,54,51,700.0,2,8,3.8
5344,5920,1,0,7,52,51,500.0,2,9,3.4
30949,3469,0,0,324,31,51,700.0,3,3,4.1
20398,5964,1,1,3675,29,51,1400.0,2,4,4.4
49290,2955,1,0,9,46,51,200.0,2,6,3.3
45389,3330,0,0,731,19,54,200.0,2,9,3.8
51291,2014,0,0,7,54,51,250.0,4,2,3.3
34354,4802,1,0,5,14,20,300.0,4,9,3.2
15162,2224,0,0,90,19,8,300.0,2,9,2.5
49059,4516,1,0,49,5,38,400.0,2,9,3.7
7942,1021,1,0,54,41,51,1000.0,4,3,3.4
10491,6353,0,0,39,9,32,1200.0,4,1,3.5
27264,3545,1,0,47,32,6,300.0,2,2,3.8
4811,5709,1,1,994,46,51,1300.0,4,4,4.3
6955,3300,1,0,901,54,38,400.0,2,6,4.0
33495,2451,0,0,21,14,54,200.0,2,9,3.6
22405,1166,1,0,92,23,51,300.0,2,9,3.9
37694,3613,0,1,274,37,51,3000.0,0,8,4.1
11754,2962,1,0,206,12,13,400.0,2,9,3.6
21771,935,1,1,1247,21,51,1000.0,0,4,4.3
38583,1100,0,1,1438,34,51,2200.0,4,8,4.6
25841,3869,0,0,6,16,8,300.0,2,9,3.3
11151,548,0,1,169,28,57,1300.0,4,1,3.8
4766,5175,0,0,25,5,54,250.0,4,9,3.6
23306,3467,0,0,873,23,54,300.0,4,9,4.1
35144,5780,1,0,48,29,7,400.0,2,2,4.0
50275,5133,1,0,55,54,54,200.0,2,9,3.7
44554,511,1,0,24,39,54,400.0,4,9,3.6
13089,1627,1,0,13,48,38,300.0,4,9,3.5
28822,3706,0,0,6,26,8,300.0,4,9,3.3
29231,2280,0,1,2159,29,51,1000.0,5,8,4.0
17610,1471,1,0,185,19,51,500.0,1,3,2.8
18627,3902,0,0,9,41,51,200.0,3,9,3.4
33266,105,1,0,212,18,51,800.0,2,4,3.4
15739,5116,0,0,25,53,40,400.0,4,9,3.0
14570,64,0,0,7,15,32,1000.0,5,1,3.0
49406,366,0,0,90,5,34,200.0,2,7,4.1
23497,5431,0,0,90,2,40,750.0,4,4,2.2
21560,975,0,0,22,9,17,500.0,4,3,3.6
8353,2019,1,0,137,29,51,1200.0,1,3,4.1
19775,510,1,0,8,23,54,300.0,2,9,3.6
5436,4275,1,0,41,19,38,300.0,2,9,3.2
14028,1056,0,0,6,15,4,400.0,3,0,3.2
49038,5361,1,0,16,46,51,550.0,2,4,3.5
27858,4545,0,0,15,9,51,200.0,2,9,3.2
12127,5641,1,0,260,37,14,700.0,2,3,3.8
19789,2834,1,0,171,9,51,300.0,2,9,3.9
31909,5070,0,0,6,9,51,250.0,4,9,3.3
18662,5969,0,1,2993,19,51,1400.0,4,8,4.4
45107,4953,1,0,244,19,51,800.0,2,4,3.7
8566,2632,1,0,23,9,51,300.0,2,6,3.4
47844,3946,0,0,31,37,40,1000.0,2,4,3.0
20335,3103,1,0,9,29,51,400.0,2,9,3.5
37590,37,0,1,1178,9,51,1100.0,5,5,4.4
32911,4879,1,0,9,32,6,200.0,2,2,3.1
48681,4578,0,0,7,49,40,200.0,4,9,3.2
43716,5567,1,1,515,48,51,800.0,4,4,4.2
39351,243,0,1,101,44,51,1000.0,5,8,4.1
11907,6091,1,0,462,52,51,800.0,2,8,3.9
42284,5651,0,0,33,53,51,1100.0,1,8,4.0
42149,809,0,1,872,36,51,1500.0,5,8,4.0
8638,1326,1,0,95,26,51,300.0,2,9,3.6
17901,2570,1,0,289,19,24,300.0,2,7,4.0
14702,4763,1,0,1447,16,51,800.0,2,4,4.1
40227,5291,1,0,71,35,51,500.0,4,8,2.4
47741,3944,1,0,1114,28,41,500.0,2,6,4.0
35029,2559,1,0,221,9,12,600.0,2,4,3.6
27242,4407,1,0,414,40,51,700.0,2,4,2.8
3336,3467,0,0,2896,3,54,250.0,4,9,4.5
34383,4544,0,0,18,29,31,300.0,4,9,3.0
48833,5915,0,1,44,42,51,2800.0,5,1,3.7
686,1255,1,0,88,0,51,350.0,4,9,3.5
35957,10,1,1,1519,27,15,900.0,2,3,4.0
31558,5173,0,0,13,31,54,300.0,4,9,3.6
23179,3407,0,1,48,23,51,900.0,4,4,3.9
51050,4666,0,1,2073,54,38,1500.0,4,4,4.4
40102,1267,1,1,6433,35,51,1400.0,4,5,4.8
29826,5037,1,1,342,28,51,450.0,2,9,4.3
20269,5484,1,0,73,9,20,600.0,2,4,2.7
1557,1818,0,0,26,2,51,350.0,2,9,3.9
45820,6094,1,1,886,19,42,1200.0,4,4,4.1
46392,562,1,0,24,35,34,250.0,2,7,3.3
42944,188,0,0,32,16,51,350.0,2,9,3.4
47666,5704,1,1,774,52,51,1200.0,2,5,4.1
38226,5800,1,0,158,20,51,1300.0,2,4,3.9
12250,4715,1,0,26,47,37,200.0,2,8,3.1
21479,4374,0,0,20,23,54,100.0,4,9,3.7
38998,2758,0,0,11,7,51,200.0,4,9,3.3
14409,5517,1,0,12,15,49,400.0,4,9,3.5
31376,6110,0,0,17,14,40,800.0,4,4,3.5
28558,2455,1,0,13,31,51,600.0,4,4,2.9
5595,4448,1,0,10,11,24,100.0,2,7,3.5
45295,2497,1,0,38,19,51,700.0,2,3,4.0
32251,5807,1,0,169,18,38,400.0,2,6,4.3
14857,5424,1,1,1362,37,38,2100.0,2,8,3.9
39463,6288,1,0,285,35,51,400.0,2,8,3.9
17524,546,0,1,7152,19,51,1600.0,0,4,4.7
37248,6161,1,0,100,21,54,200.0,4,9,3.9
37287,3291,1,0,14,26,14,500.0,4,3,3.5
25040,4868,0,0,4,1,40,250.0,4,9,3.3
3017,5065,1,0,275,3,54,100.0,2,9,4.3
6776,4056,1,1,840,8,51,600.0,1,8,4.3
45771,3665,1,0,133,51,51,500.0,4,9,3.7
25360,5198,1,0,71,1,51,450.0,2,4,3.7
32299,4570,1,0,193,9,51,600.0,2,9,3.9
22425,4897,1,0,14,21,58,600.0,2,4,3.8
29350,4831,1,0,996,18,51,800.0,2,4,4.0
6526,658,0,0,7,11,54,100.0,4,9,3.2
32898,3545,1,0,47,32,6,300.0,2,2,3.7
31397,4009,1,0,215,30,51,700.0,4,4,3.8
19268,5976,0,0,14956,19,51,1500.0,5,8,4.7
38882,3284,0,0,11,50,45,1200.0,4,8,3.7
16236,2436,1,0,340,18,51,400.0,2,9,3.9
10618,464,1,0,195,9,38,400.0,4,9,3.7
41563,4965,1,1,99,36,51,1100.0,4,5,4.1
33883,702,1,0,108,30,51,400.0,4,9,3.8
19906,3335,1,0,47,21,51,400.0,2,8,3.7
6620,514,0,1,474,44,32,3000.0,5,8,4.3
30965,5274,1,0,511,30,27,500.0,3,7,4.1
47999,6294,1,0,222,7,26,450.0,3,8,4.5
31074,3506,1,0,7233,29,51,600.0,4,4,4.4
9608,247,0,0,6,9,51,250.0,2,9,3.2
33092,1118,1,0,74,30,51,600.0,2,4,3.5
39993,1963,1,0,8,41,51,300.0,2,9,3.2
24770,4152,1,0,297,24,38,350.0,4,9,4.0
44954,2958,1,0,571,19,51,400.0,2,8,4.0
6331,3362,1,0,5,11,51,300.0,4,9,3.2
6696,1112,1,1,980,52,51,1000.0,6,5,4.2
8610,3115,1,0,140,2,51,200.0,2,9,3.6
3497,3133,0,1,571,21,51,800.0,4,4,3.6
12699,2059,0,0,396,7,32,1500.0,4,8,2.0
2086,4063,1,0,224,2,51,400.0,4,9,3.4
38265,4172,0,0,787,44,51,800.0,2,4,4.1
8523,4740,1,0,750,41,38,250.0,2,9,4.0
44102,4562,1,0,27,41,54,200.0,2,9,3.5
22217,3968,1,0,6,33,40,300.0,2,9,3.1
8677,2638,0,0,72,30,51,100.0,2,9,4.0
12525,354,1,1,853,10,51,1400.0,4,4,4.1
14346,4573,0,0,14,15,60,100.0,4,9,3.7
6902,2948,1,0,162,54,36,300.0,2,6,3.9
44438,2509,0,1,820,39,22,1100.0,4,4,4.0
6989,4971,0,0,22,8,57,400.0,2,4,3.2
41526,5694,0,1,3932,36,51,1300.0,4,4,4.8
25089,4396,0,0,6,1,51,500.0,4,4,3.3
5964,4008,1,0,279,7,51,800.0,4,4,3.7
42880,2760,0,0,30,12,7,400.0,2,2,3.8
46298,4882,1,0,40,4,51,500.0,2,9,3.5
17899,6178,1,0,205,7,51,800.0,2,4,3.9
44958,2954,1,0,22,19,51,500.0,2,10,3.1
26680,3651,1,0,25,18,3,200.0,2,10,3.7
10698,3228,1,0,26,9,20,300.0,4,9,3.3
44368,2544,1,0,66,41,41,600.0,2,9,3.0
41658,3793,1,0,21,36,51,600.0,4,4,3.5
50143,2632,1,0,56,54,51,300.0,2,6,3.3
3483,4988,0,0,707,21,51,850.0,4,3,4.1
7680,2097,1,0,5,8,51,200.0,3,7,3.4
24408,1872,1,0,4,41,18,300.0,2,9,3.2
40992,1611,1,0,81,36,38,250.0,2,9,3.9
42245,6090,1,0,464,52,51,800.0,1,8,3.9
8970,3889,1,0,20,9,58,300.0,2,9,3.7
7098,5085,1,0,4,54,51,400.0,2,9,3.3
1849,2873,1,0,13,2,37,400.0,3,8,3.5
48851,1134,1,0,468,5,38,1200.0,0,4,4.0
13084,6346,1,0,255,16,51,700.0,4,4,3.9
12445,1503,1,0,14,45,51,250.0,3,9,3.5
20794,3610,0,0,30,9,51,300.0,2,9,3.8
21917,6128,1,0,14,23,38,200.0,2,10,3.4
40503,858,1,1,5894,36,51,1400.0,0,8,4.6
21926,371,1,0,44,2,51,400.0,2,9,3.4
41771,2084,1,0,18,36,56,200.0,4,9,3.5
26715,599,1,0,16,18,22,400.0,2,10,3.3
40596,6352,1,0,5,36,51,300.0,2,6,3.6
28539,5925,1,0,61,41,51,600.0,4,3,4.1
17050,3293,1,0,185,18,51,600.0,4,4,3.9
35152,2834,1,0,172,9,51,300.0,2,9,3.9
44917,4777,1,0,298,19,51,800.0,2,4,4.1
28573,856,1,0,24,31,14,550.0,4,3,3.7
40660,2559,1,0,24,5,12,600.0,2,4,3.2
27077,6361,1,0,214,31,51,700.0,2,4,3.8
4994,5863,0,1,347,34,47,1000.0,0,5,4.2
50316,1056,1,0,71,8,4,400.0,2,0,3.7
6903,3344,1,0,75,36,38,400.0,2,9,2.7
2224,679,0,0,7,2,51,250.0,4,9,3.1
28523,101,1,0,73,29,51,700.0,4,4,3.6
25822,1603,1,0,4,1,51,300.0,2,9,3.2
26885,5456,1,0,205,29,28,250.0,2,9,4.1
1188,2058,1,0,407,23,40,500.0,2,4,3.9
51396,2030,1,0,55,54,51,300.0,4,9,3.2
32427,1497,1,0,9,28,47,400.0,2,6,3.3
51249,5089,0,0,89,54,51,700.0,4,3,3.9
4706,4157,1,0,4,5,38,300.0,4,9,3.2
44762,5009,1,0,424,19,51,650.0,1,3,4.1
20574,3539,1,0,55,9,46,500.0,2,6,3.4
29631,4133,1,0,89,9,51,300.0,2,9,3.1
19614,2758,1,0,22,9,51,150.0,2,10,3.5
51192,2410,0,0,59,54,51,800.0,4,4,3.6
39165,2385,1,0,208,12,59,400.0,4,4,3.8
3735,5042,0,0,377,3,51,1100.0,5,8,2.7
17884,702,1,0,183,19,51,650.0,2,9,4.3
18553,3138,0,0,71,19,3,200.0,3,10,3.9
39238,3860,0,0,4,41,58,300.0,4,9,3.2
31971,1143,1,0,47,9,51,200.0,4,9,3.4
23976,1746,1,0,156,38,51,550.0,2,8,4.0
2607,6018,1,0,163,3,51,500.0,2,9,4.1
41145,2842,1,0,205,36,38,350.0,2,9,3.7
16807,5778,1,0,258,46,50,700.0,2,4,4.2
368,3785,1,0,22,3,28,200.0,2,9,3.6
23599,195,1,0,684,21,51,650.0,4,4,3.9
26823,3171,1,0,39,9,51,200.0,2,2,3.9
43854,5990,0,1,133,34,51,1000.0,5,5,4.4
18801,3498,1,0,91,19,51,550.0,4,4,3.6
9396,2477,1,0,6,21,40,550.0,2,4,3.1
51282,5349,0,0,7,54,38,600.0,4,4,3.4
35107,6358,1,0,364,30,51,500.0,2,3,4.4
5632,5411,1,0,111,49,40,550.0,2,4,3.7
19292,6152,1,0,137,19,40,750.0,5,5,3.8
33510,4269,0,0,17,32,51,300.0,2,6,3.7
47846,769,0,1,158,12,51,1100.0,2,4,3.9
7736,1406,1,0,11,54,3,150.0,3,7,3.2
21686,5442,0,0,13,23,40,500.0,4,9,3.5
12019,2987,0,0,15,53,54,100.0,2,9,3.6
39353,4252,0,0,2029,48,51,1200.0,5,8,4.2
22109,702,1,0,206,23,51,650.0,2,8,4.1
2160,2862,0,0,4,2,40,350.0,4,9,3.2
44225,3229,1,0,252,39,51,800.0,2,4,4.3
6663,3977,0,0,14,12,51,1500.0,5,1,3.6
29848,2753,1,0,139,29,51,200.0,2,8,4.0
41789,109,1,0,35,36,38,150.0,4,9,3.8
34808,432,1,1,1241,28,14,700.0,1,3,4.0
22807,5143,1,0,185,2,51,450.0,2,4,3.4
13261,6292,0,0,402,37,40,1000.0,5,8,2.7
12195,5733,1,0,13,7,51,600.0,2,4,3.5
505,2570,1,0,41,0,24,300.0,3,7,3.9
39059,2787,0,0,17,11,54,100.0,4,9,3.5
23904,5241,1,0,62,1,51,550.0,1,8,3.6
9800,889,1,0,8,9,4,400.0,2,0,3.3
31594,659,0,0,4,32,57,300.0,4,9,3.4
32147,1826,1,0,507,30,51,600.0,1,3,4.1
24158,2544,1,0,301,25,51,750.0,2,4,3.7
28790,3360,0,0,68,31,36,550.0,4,8,3.6
43871,1283,0,0,516,44,43,1000.0,5,1,4.0
38975,6314,0,0,8,7,51,800.0,4,9,3.6
39128,3704,1,0,119,52,51,600.0,4,4,3.9
31259,4174,1,1,261,28,51,1300.0,4,4,4.5
18506,2123,1,0,275,19,27,300.0,3,7,4.4
23390,2169,0,0,5,23,51,300.0,4,9,3.2
1502,1116,1,1,842,23,51,1100.0,2,5,4.1
28512,5304,1,0,473,29,59,500.0,4,4,3.8
34138,1810,1,0,34,31,51,650.0,4,4,3.4
32808,3744,1,0,362,18,51,450.0,2,4,2.9
22755,3768,0,0,205,9,51,550.0,2,4,3.9
51414,538,1,0,112,54,51,600.0,4,8,3.0
34816,6203,1,0,87,30,16,700.0,1,3,4.1
6603,2917,0,1,858,34,51,3000.0,5,8,4.4
27332,2296,1,1,1368,31,51,1400.0,2,5,4.2
40015,6205,1,0,359,35,24,300.0,3,8,3.9
51203,4357,0,0,7,54,40,400.0,4,9,3.2
11575,942,0,0,145,45,51,1000.0,0,8,3.7
24896,6247,0,0,26,25,17,600.0,4,3,2.6
6846,960,1,0,97,36,14,650.0,2,3,3.6
50797,3139,0,0,17,54,44,400.0,2,10,3.6
25155,4202,0,0,157,1,32,1100.0,5,8,4.0
1435,2740,1,0,31,9,51,400.0,2,9,3.7
26089,507,0,0,6,25,60,150.0,4,9,3.2
13700,4403,0,0,13,15,51,450.0,2,9,3.5
49382,3755,0,0,110,46,51,800.0,2,4,2.8
28937,4928,1,1,217,13,51,1500.0,4,4,4.2
6139,6234,0,0,53,45,51,2000.0,4,8,4.0
3753,4836,1,1,392,5,11,1500.0,0,1,3.9
8451,4350,1,0,98,26,38,400.0,2,4,3.8
24668,1934,0,1,416,24,51,1800.0,4,8,4.3
47947,459,0,0,68,7,57,500.0,2,4,3.7
26573,1020,1,0,778,26,15,700.0,1,3,4.1
39286,5242,0,0,27,53,51,200.0,4,9,3.6
29416,4363,1,0,24,9,51,400.0,2,10,3.7
22456,3667,0,0,72,23,4,200.0,2,0,3.8
32767,2216,1,0,337,19,15,800.0,2,8,4.1
49608,3164,0,0,12,5,51,150.0,3,2,3.4
41661,5106,1,0,22,36,51,600.0,4,4,2.9
11088,4906,0,0,371,18,57,400.0,4,4,3.9
37219,1143,1,0,47,9,51,200.0,4,9,3.4
39428,5270,1,0,69,35,14,500.0,1,3,4.0
18663,4421,1,1,1129,19,38,1000.0,4,4,4.0
38873,3715,0,0,46,48,51,550.0,4,4,2.9
35121,1894,1,0,95,9,51,600.0,2,6,4.1
15954,2886,1,0,85,46,51,400.0,2,9,3.1
46788,90,1,0,96,43,51,400.0,4,4,2.9
28203,4715,1,0,75,27,37,200.0,3,8,3.8
124,3121,0,0,25,0,34,200.0,2,7,2.9
36017,387,1,1,126,18,51,900.0,2,4,4.0
50645,3007,0,0,6,54,38,300.0,2,10,3.3
20210,4226,1,1,488,9,51,700.0,2,3,3.9
16432,724,1,0,301,18,51,400.0,2,10,3.4
19818,1862,1,0,54,21,51,400.0,2,9,3.7
51041,115,0,1,3009,54,51,1600.0,4,4,4.8
278,2220,1,1,1875,21,51,1200.0,2,4,4.1
33057,4782,1,0,1105,18,51,700.0,2,3,4.3
19725,1276,1,0,47,0,51,500.0,2,9,3.6
22502,1425,1,1,239,23,51,600.0,2,8,4.2
31138,5431,1,0,1003,29,51,700.0,4,4,4.1
37624,1874,1,1,391,29,51,1500.0,6,5,4.4
18085,3216,1,0,15,51,19,350.0,2,10,3.4
37876,1162,1,0,272,37,51,250.0,2,8,3.9
25657,6088,1,0,6,1,51,400.0,2,6,3.4
19578,3858,1,0,50,9,40,300.0,2,9,3.2
10431,968,1,0,24,9,51,700.0,4,3,3.8
37947,2364,0,0,1720,10,51,1300.0,2,8,4.3
29229,5601,0,1,4997,29,51,1800.0,5,8,4.6
45726,3919,0,0,8,51,46,600.0,4,5,3.2
8686,4543,1,0,32,30,31,450.0,2,9,3.7
10937,4563,1,1,468,29,51,800.0,4,3,4.2
40798,2766,0,0,23,36,3,400.0,2,0,3.7
36799,1889,1,1,599,28,51,1200.0,4,1,3.9
36104,6110,0,0,17,14,40,800.0,2,4,3.5
26836,3337,1,0,186,9,51,400.0,2,9,3.7
13217,1329,0,1,746,10,51,1500.0,5,8,3.9
19327,381,0,1,177,19,51,2000.0,6,8,4.1
49461,4542,1,0,7,36,31,250.0,2,9,3.2
7982,3404,1,0,8,54,51,300.0,4,9,3.4
38478,3318,1,0,148,7,51,450.0,3,8,3.9
40285,1742,0,1,187,41,51,2500.0,4,1,4.1
2170,2864,1,0,10,2,54,150.0,4,9,3.6
8546,5200,1,0,37,21,54,300.0,2,9,3.6
33518,2863,0,0,12,29,51,200.0,2,9,3.5
16926,5564,0,0,32,18,5,500.0,3,8,2.4
41719,6224,1,0,384,36,18,1000.0,4,4,3.0
45807,5013,1,1,5448,19,51,1600.0,4,4,4.6
45560,1691,1,1,220,19,51,800.0,3,9,4.0
44885,5625,1,0,291,30,51,600.0,2,9,4.1
7208,4290,0,0,47,36,38,300.0,2,9,3.3
34614,5348,1,0,51,18,51,500.0,4,4,3.6
48347,1291,0,0,4,7,51,600.0,4,4,3.4
39119,1106,0,1,165,52,51,2800.0,4,8,4.3
5661,3148,0,0,1443,37,51,500.0,2,8,4.0
37409,1986,1,0,5,9,51,300.0,4,9,3.4
43343,4779,0,1,330,45,51,1200.0,4,4,4.3
2817,992,1,0,514,3,51,600.0,2,3,3.7
29294,7,0,1,354,27,51,2000.0,0,8,4.1
17406,1684,1,0,6,41,51,300.0,4,9,3.4
46814,712,0,0,38,43,9,350.0,4,9,3.1
37611,4312,0,1,7871,28,51,1800.0,6,8,4.5
22503,1330,1,0,2420,23,38,800.0,2,4,4.3
42367,2806,1,0,77,45,51,500.0,2,9,3.8
13709,1303,0,0,83,15,40,700.0,2,4,3.1
35733,771,1,1,402,29,51,1200.0,2,8,4.1
49139,2704,1,0,132,36,38,750.0,2,4,3.7
32365,2620,1,0,343,9,51,450.0,2,10,2.9
14601,1355,0,0,183,52,51,2200.0,0,4,3.9
45768,849,1,0,34,22,5,300.0,4,0,3.4
50066,5455,1,1,332,46,51,1200.0,5,8,4.1
5224,3443,1,0,432,52,51,700.0,2,8,4.2
11798,2615,1,0,9,45,51,300.0,2,9,3.3
6471,1460,1,0,34,52,35,600.0,4,9,2.5
43284,4447,1,1,772,34,51,1400.0,4,4,4.3
36374,474,1,0,7,18,60,100.0,2,9,3.5
38464,2589,0,0,185,10,27,500.0,3,7,4.3
46424,5251,0,0,9,35,54,300.0,2,9,3.4
23310,2962,0,0,440,23,13,400.0,4,9,3.9
38365,2987,0,0,16,53,54,100.0,2,9,3.6
35168,6213,1,0,53,29,26,400.0,2,7,4.2
12697,6104,1,0,174,11,51,800.0,4,4,4.2
8288,4625,0,1,117,31,51,800.0,0,4,4.2
26652,2134,1,0,206,9,51,200.0,2,8,4.0
1931,816,1,0,41,23,27,150.0,3,7,3.7
15712,2766,1,0,24,12,4,400.0,4,8,3.4
17084,5130,0,0,20,18,51,600.0,4,4,2.6
35509,5925,1,0,61,41,51,600.0,2,3,4.1
34620,5216,0,0,12,9,54,200.0,4,9,3.5
30015,10,1,1,1515,27,15,900.0,2,3,4.0
12773,89,1,0,42,52,51,400.0,4,4,3.6
6398,130,0,0,5,48,54,300.0,4,9,3.3
6252,1484,0,0,89,50,51,1400.0,4,4,3.9
44273,5379,0,0,19,39,5,500.0,2,0,2.7
17573,1153,1,0,105,19,51,200.0,1,3,4.4
50949,4323,0,0,29,54,51,250.0,3,8,3.7
33588,4470,1,0,21,9,51,600.0,2,6,3.0
28702,4543,1,0,32,30,31,450.0,4,9,3.7
35639,574,1,0,140,9,51,600.0,2,4,3.1
42601,3317,1,0,17,10,39,600.0,2,9,2.9
12903,5701,1,0,35,49,40,350.0,4,9,3.2
46536,3639,0,0,57,4,24,600.0,2,9,3.9
42975,2241,0,0,11,19,8,400.0,2,6,3.6
15754,2071,0,0,31,16,51,1400.0,5,8,3.6
15962,349,1,0,12,5,51,400.0,2,4,3.5
781,92,1,0,5,3,51,800.0,4,5,3.3
6039,1344,1,1,4732,10,51,1500.0,4,4,4.2
24975,4729,1,0,49,25,59,300.0,4,9,3.8
40717,1207,1,0,337,36,51,200.0,2,8,4.2
21928,5191,1,0,46,9,38,400.0,2,8,3.3
28437,1664,1,1,1805,29,51,900.0,4,8,4.3
26482,1885,0,1,74,24,51,1200.0,5,5,3.9
19294,639,0,1,854,19,51,1600.0,5,8,3.9
35353,5466,1,0,60,9,51,400.0,2,9,3.1
50155,6134,1,0,19,41,54,250.0,2,10,4.0
4374,2749,0,0,4,46,51,200.0,2,2,3.3
14530,3305,1,0,50,15,51,500.0,4,9,3.0
51521,3908,0,0,18,54,57,300.0,4,9,3.6
14615,892,1,0,21,16,14,450.0,1,3,3.7
47166,2965,1,0,24,35,31,400.0,4,8,2.7
43333,354,1,1,859,10,51,1400.0,4,4,4.2
38756,3841,1,0,111,49,51,700.0,4,4,4.0
42569,6061,1,0,24,19,51,400.0,2,10,3.7
35697,4072,1,0,52,28,51,450.0,2,3,3.7
37564,1217,0,1,94,28,51,1100.0,5,8,4.1
7502,5919,1,0,89,54,19,500.0,2,8,2.8
4828,4763,1,0,827,46,51,800.0,4,4,2.9
41758,4851,1,0,422,36,40,400.0,4,9,3.4
31248,3703,0,1,1231,28,51,1200.0,4,8,4.5
32315,4763,1,0,421,9,51,800.0,2,4,3.9
10926,2885,1,0,26,29,51,600.0,4,4,3.7
12698,3410,1,0,175,52,10,750.0,4,4,4.0
9495,2744,1,0,24,9,51,300.0,2,9,3.6
7941,1469,0,0,46,36,14,600.0,4,3,3.7
4028,3241,1,1,715,46,35,1500.0,2,4,4.3
24239,865,1,1,2329,24,51,1400.0,2,8,4.4
3834,5307,1,0,21,36,51,300.0,2,9,3.6
41567,242,0,0,151,36,42,1500.0,4,8,3.9
3864,1685,1,0,798,36,51,450.0,2,6,3.8
25634,6035,1,0,19,1,54,400.0,2,9,3.4
12236,1562,1,0,23,45,51,500.0,2,9,3.7
45055,4474,1,0,217,51,51,650.0,2,4,3.5
47220,2665,0,1,312,44,51,2000.0,0,8,3.9
33641,5386,1,0,23,30,4,500.0,3,6,4.1
23335,3495,1,0,81,23,30,500.0,4,9,3.7
29140,135,0,0,27,9,54,250.0,4,9,3.7
16533,682,1,0,212,18,51,600.0,2,6,3.8
18903,2258,0,0,8,19,54,150.0,4,9,3.4
17532,4086,1,1,1432,19,38,1000.0,0,4,3.9
33881,4279,0,0,6,30,51,400.0,4,9,3.4
12415,2671,0,0,14,45,3,200.0,3,0,3.4
41458,2903,0,0,22,36,37,150.0,3,8,3.5
7090,1330,1,0,295,36,38,1000.0,2,4,4.1
51389,4822,1,0,76,54,38,400.0,4,9,3.1
19197,3880,0,0,13,40,51,300.0,4,9,3.4
10135,2495,1,0,23,6,7,250.0,2,2,3.6
42486,5925,1,0,1215,19,51,600.0,2,3,4.2
39595,15,1,0,33,43,60,200.0,2,9,3.7
34023,1760,1,0,19,31,51,400.0,4,4,3.8
42660,2123,1,0,69,34,27,300.0,2,9,4.4
31239,5680,0,1,217,28,51,1200.0,4,5,4.3
4941,2120,0,1,707,5,40,1400.0,5,8,4.2
51342,1987,1,0,184,54,51,400.0,4,9,3.8
25161,1021,1,0,722,25,51,1000.0,1,3,4.0
14901,1112,1,1,982,52,51,1000.0,2,5,4.2
9259,1379,1,0,41,30,51,500.0,2,8,3.6
31144,3728,1,0,172,29,49,550.0,4,4,3.8
17974,5524,1,0,901,52,51,2000.0,2,4,4.3
38396,4133,0,0,33,50,51,300.0,2,9,3.3
32007,454,0,1,1557,26,51,1200.0,5,8,4.3
2871,2708,1,0,157,21,51,450.0,2,3,2.6
21418,3076,1,0,42,9,48,350.0,4,4,3.5
49878,4228,1,0,545,5,40,300.0,4,9,4.0
10543,6318,1,0,99,9,51,300.0,4,9,4.1
6965,1416,1,0,949,36,34,400.0,2,7,4.5
41509,2044,1,0,70,8,51,400.0,3,2,3.8
36002,5945,0,0,234,41,51,1000.0,2,8,3.9
44781,1421,0,0,211,19,14,500.0,1,3,3.8
17536,94,1,0,555,19,44,900.0,0,4,4.0
7618,5767,1,0,31,36,29,300.0,2,9,4.1
36779,4831,1,0,788,29,51,800.0,4,4,4.0
23597,205,0,0,713,21,14,500.0,4,3,4.2
37266,2876,1,0,334,9,11,400.0,4,9,3.3
29884,1648,1,0,134,18,38,650.0,2,4,4.1
49599,3615,1,0,37,5,51,650.0,3,3,3.8
10210,4526,1,0,138,9,33,250.0,3,7,4.0
25551,3421,1,0,83,24,51,600.0,2,4,3.7
36057,2541,0,0,118,21,51,800.0,2,4,3.9
1666,3582,0,0,22,2,38,400.0,2,6,3.0
37676,3349,1,1,1418,10,18,1700.0,0,5,4.5
28190,2766,1,0,123,29,4,400.0,3,0,3.8
41425,513,0,0,98,36,51,200.0,3,8,3.8
13581,6224,1,0,55,15,18,1000.0,2,10,2.5
10840,2520,1,0,26,9,51,400.0,4,9,3.7
24614,4081,0,0,81,24,51,1000.0,3,4,4.0
50092,4836,1,1,406,5,11,1500.0,6,1,3.9
46151,6235,0,1,113,47,42,1000.0,0,4,3.7
38103,4531,1,0,56,12,31,150.0,2,9,2.9
24729,2008,0,0,110,24,51,700.0,4,8,3.8
10865,812,0,1,2225,31,51,1100.0,4,5,4.5
19411,963,0,1,113,21,51,800.0,1,3,4.1
26974,11,1,1,221,29,51,600.0,2,4,4.1
4705,2147,1,0,84,5,60,200.0,4,9,3.3
9209,5931,1,0,19,9,11,200.0,2,8,3.4
31606,1334,0,0,32,14,19,500.0,4,9,3.7
13554,1830,1,0,148,15,51,700.0,2,4,3.5
